club_id,status,name,relative_url,is_special
107383,ok,Agia Napa U19,/agia-napa-u19/startseite/verein/107383,False
1074,ok,Tranmere Rovers,/tranmere-rovers/startseite/verein/1074,False
107406,ok,Åsgårdstrand IF,/aasgaardstrand-if/startseite/verein/107406,False
10741,ok,FC Rànger's,/fc-ranger-s/startseite/verein/10741,False
10745,ok,Diables Noirs Brazzaville,/diables-noirs-brazzaville/startseite/verein/10745,False
1075,ok,SC Braga,/sc-braga/startseite/verein/1075,False
107501,ok,Club Deportivo Itapuense,/club-deportivo-itapuense/startseite/verein/107501,False
10756,ok,Becamex Ho Chi Minh City FC,/becamex-ho-chi-minh-city-fc/startseite/verein/10756,False
107568,ok,Angelina Roadrunners (Angelina Col.),/angelina-roadrunners-angelina-col/startseite/verein/107568,False
1076,ok,Esteghlal FC,/esteghlal-fc/startseite/verein/1076,False
10763,ok,Beitar Tel Aviv,/beitar-tel-aviv/startseite/verein/10763,False
107690,ok,AS Monaco U17,/as-monaco-u17/startseite/verein/107690,False
107691,ok,LOSC Lille U17,/losc-lille-u17/startseite/verein/107691,False
107692,ok,Olympique Marseille U17,/olympique-marseille-u17/startseite/verein/107692,False
107713,ok,Guangdong GZ-Power,/guangdong-gz-power/startseite/verein/107713,False
107721,ok,Stade Rennais FC U17,/stade-rennais-fc-u17/startseite/verein/107721,False
107729,ok,Montpellier HSC U17,/montpellier-hsc-u17/startseite/verein/107729,False
10773,ok,RCD Espanyol B,/rcd-espanyol-b/startseite/verein/10773,False
107749,ok,ESTAC Troyes U17,/estac-troyes-u17/startseite/verein/107749,False
107782,ok,Amiens SC U17,/amiens-sc-u17/startseite/verein/107782,False
1078,ok,Oldham Athletic,/oldham-athletic/startseite/verein/1078,False
107807,ok,Appalachian FC,/appalachian-fc/startseite/verein/107807,False
107808,ok,Nona FC,/nona-fc/startseite/verein/107808,False
107819,ok,SM Caen U17,/sm-caen-u17/startseite/verein/107819,False
107820,ok,SM Caen Jugend,/sm-caen-jugend/startseite/verein/107820,False
107821,ok,Paris FC U17,/paris-fc-u17/startseite/verein/107821,False
107827,ok,Parsian FC U19,/parsian-fc-u19/startseite/verein/107827,False
